OBJECTID,INCNUM,INCIDENT_TYPE,SERVICE_TYPE,SOURCE,OCCURRED_DT,OCCURRED_TM,UDTEXT24A,UDTEXT24B,UDTEXT24C,UDTEXT24D,ALG_CLASS,ALLEGATION,FINDING,ADDR_TXT,STREET_N,STREET,STREET_T,STREET_G,CITY,CITNUM,RACE,SEX,CIT_AGE,OFFNUM,OFF_RACE,OFF_SEX,OFF_AGE,OFF_YR_EMPLOY,LINKNUM
93,32,Citizen Complaint,,CPCO (Formal),2014/01/02,19:41:00,OTHER ASSIGNMENTS,TEMPORARY ASSIGNMENTS,MANPOWER POOL,ADMINISTRATIVE DISCRETION,Substandard Performance,Act or ommission contrary to the obectives of the department,Exonerated,Incident Location,5563,Scarlet,Drive,,Indianapolis,41,Black,Male,27,2648,White,Male,42,17,14-007
94,32,Citizen Complaint,,CPCO (Formal),2014/01/02,19:41:00,OTHER ASSIGNMENTS,TEMPORARY ASSIGNMENTS,MANPOWER POOL,ADMINISTRATIVE DISCRETION,Use of Force,Mistreatment of person in custody,Exonerated,Incident Location,5563,Scarlet,Drive,,Indianapolis,41,Black,Male,27,2648,White,Male,42,17,14-007
95,32,Citizen Complaint,,CPCO (Formal),2014/01/02,19:41:00,OTHER ASSIGNMENTS,TEMPORARY ASSIGNMENTS,MANPOWER POOL,ADMINISTRATIVE DISCRETION,Search/Seizure,Improper warantless search,Not Sustained,Incident Location,5563,Scarlet,Drive,,Indianapolis,41,Black,Male,27,2648,White,Male,42,17,14-007
96,32,Citizen Complaint,,CPCO (Formal),2014/01/02,19:41:00,OTHER ASSIGNMENTS,TEMPORARY ASSIGNMENTS,MANPOWER POOL,ADMINISTRATIVE DISCRETION,Substandard Performance,Act or ommission contrary to the obectives of the department,Exonerated,Incident Location,5563,Scarlet,Drive,,Indianapolis,41,Black,Male,27,2648,White,Male,42,17,I140021909
97,32,Citizen Complaint,,CPCO (Formal),2014/01/02,19:41:00,OTHER ASSIGNMENTS,TEMPORARY ASSIGNMENTS,MANPOWER POOL,ADMINISTRATIVE DISCRETION,Use of Force,Mistreatment of person in custody,Exonerated,Incident Location,5563,Scarlet,Drive,,Indianapolis,41,Black,Male,27,2648,White,Male,42,17,I140021909
98,32,Citizen Complaint,,CPCO (Formal),2014/01/02,19:41:00,OTHER ASSIGNMENTS,TEMPORARY ASSIGNMENTS,MANPOWER POOL,ADMINISTRATIVE DISCRETION,Search/Seizure,Improper warantless search,Not Sustained,Incident Location,5563,Scarlet,Drive,,Indianapolis,41,Black,Male,27,2648,White,Male,42,17,I140021909
99,32,Citizen Complaint,,CPCO (Formal),2014/01/02,19:41:00,OTHER ASSIGNMENTS,TEMPORARY ASSIGNMENTS,MANPOWER POOL,ADMINISTRATIVE DISCRETION,Search/Seizure,Improper warantless search,Not Sustained,Incident Location,5563,Scarlet,Drive,,Indianapolis,41,Black,Male,27,2517,White,Male,31,6,14-007
100,32,Citizen Complaint,,CPCO (Formal),2014/01/02,19:41:00,OTHER ASSIGNMENTS,TEMPORARY ASSIGNMENTS,MANPOWER POOL,ADMINISTRATIVE DISCRETION,Search/Seizure,Improper warantless search,Not Sustained,Incident Location,5563,Scarlet,Drive,,Indianapolis,41,Black,Male,27,2517,White,Male,31,6,I140021909
101,32,Citizen Complaint,,CPCO (Formal),2014/01/02,19:41:00,OTHER ASSIGNMENTS,TEMPORARY ASSIGNMENTS,MANPOWER POOL,ADMINISTRATIVE DISCRETION,Search/Seizure,Improper warantless search,Not Sustained,Incident Location,5563,Scarlet,Drive,,Indianapolis,41,Black,Male,27,2611,White,Female,38,9,14-007
102,32,Citizen Complaint,,CPCO (Formal),2014/01/02,19:41:00,OTHER ASSIGNMENTS,TEMPORARY ASSIGNMENTS,MANPOWER POOL,ADMINISTRATIVE DISCRETION,Search/Seizure,Improper warantless search,Not Sustained,Incident Location,5563,Scarlet,Drive,,Indianapolis,41,Black,Male,27,2611,White,Female,38,9,I140021909
103,32,Citizen Complaint,,CPCO (Formal),2014/01/02,19:41:00,OTHER ASSIGNMENTS,TEMPORARY ASSIGNMENTS,MANPOWER POOL,ADMINISTRATIVE DISCRETION,Search/Seizure,Improper warantless search,Unfounded,Incident Location,5563,Scarlet,Drive,,Indianapolis,41,Black,Male,27,755,White,Female,36,14,14-007
104,32,Citizen Complaint,,CPCO (Formal),2014/01/02,19:41:00,OTHER ASSIGNMENTS,TEMPORARY ASSIGNMENTS,MANPOWER POOL,ADMINISTRATIVE DISCRETION,Search/Seizure,Improper warantless search,Unfounded,Incident Location,5563,Scarlet,Drive,,Indianapolis,41,Black,Male,27,755,White,Female,36,14,I140021909
105,32,Citizen Complaint,,CPCO (Formal),2014/01/02,19:41:00,OTHER ASSIGNMENTS,TEMPORARY ASSIGNMENTS,MANPOWER POOL,ADMINISTRATIVE DISCRETION,Search/Seizure,Improper warantless search,Not Sustained,Incident Location,5563,Scarlet,Drive,,Indianapolis,41,Black,Male,27,1654,Black,Male,41,14,14-007
106,32,Citizen Complaint,,CPCO (Formal),2014/01/02,19:41:00,OTHER ASSIGNMENTS,TEMPORARY ASSIGNMENTS,MANPOWER POOL,ADMINISTRATIVE DISCRETION,Search/Seizure,Improper warantless search,Not Sustained,Incident Location,5563,Scarlet,Drive,,Indianapolis,41,Black,Male,27,1654,Black,Male,41,14,I140021909
107,32,Citizen Complaint,,CPCO (Formal),2014/01/02,19:41:00,OTHER ASSIGNMENTS,TEMPORARY ASSIGNMENTS,MANPOWER POOL,ADMINISTRATIVE DISCRETION,Search/Seizure,Improper warantless search,Not Sustained,Incident Location,5563,Scarlet,Drive,,Indianapolis,41,Black,Male,27,301,White,Male,50,28,14-007
108,32,Citizen Complaint,,CPCO (Formal),2014/01/02,19:41:00,OTHER ASSIGNMENTS,TEMPORARY ASSIGNMENTS,MANPOWER POOL,ADMINISTRATIVE DISCRETION,Search/Seizure,Improper warantless search,Not Sustained,Incident Location,5563,Scarlet,Drive,,Indianapolis,41,Black,Male,27,301,White,Male,50,28,I140021909
109,32,Citizen Complaint,,CPCO (Formal),2014/01/02,19:41:00,OTHER ASSIGNMENTS,TEMPORARY ASSIGNMENTS,MANPOWER POOL,ADMINISTRATIVE DISCRETION,Search/Seizure,Improper warantless search,Not Sustained,Incident Location,5563,Scarlet,Drive,,Indianapolis,41,Black,Male,27,1638,White,Male,62,38,14-007
110,32,Citizen Complaint,,CPCO (Formal),2014/01/02,19:41:00,OTHER ASSIGNMENTS,TEMPORARY ASSIGNMENTS,MANPOWER POOL,ADMINISTRATIVE DISCRETION,Search/Seizure,Improper warantless search,Not Sustained,Incident Location,5563,Scarlet,Drive,,Indianapolis,41,Black,Male,27,1638,White,Male,62,38,I140021909
111,33,Citizen Complaint,Arrest,CPCO (Formal),2014/01/19,17:31:00,Operations Division,East District,Ed Middle Shift,,Prisoner Handling/Trans.,Mistreatment of person in custody,Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,2990,White,Male,28,3,14-008
112,33,Citizen Complaint,Arrest,CPCO (Formal),2014/01/19,17:31:00,Operations Division,East District,Ed Middle Shift,,Use of Force,Unreasonable Force (Less Lethal Weapon),Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,2990,White,Male,28,3,14-008
113,33,Citizen Complaint,Arrest,CPCO (Formal),2014/01/19,17:31:00,Operations Division,East District,Ed Middle Shift,,Use of Force,Improper use of weapon,Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,2990,White,Male,28,3,14-008
114,33,Citizen Complaint,Arrest,CPCO (Formal),2014/01/19,17:31:00,Operations Division,East District,Ed Middle Shift,,Prisoner Handling/Trans.,Mistreatment of person in custody,Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,2990,White,Male,28,3,I140191291
115,33,Citizen Complaint,Arrest,CPCO (Formal),2014/01/19,17:31:00,Operations Division,East District,Ed Middle Shift,,Use of Force,Unreasonable Force (Less Lethal Weapon),Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,2990,White,Male,28,3,I140191291
116,33,Citizen Complaint,Arrest,CPCO (Formal),2014/01/19,17:31:00,Operations Division,East District,Ed Middle Shift,,Use of Force,Improper use of weapon,Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,2990,White,Male,28,3,I140191291
117,33,Citizen Complaint,Arrest,CPCO (Formal),2014/01/19,17:31:00,Operations Division,East District,Ed Middle Shift,,Prisoner Handling/Trans.,Mistreatment of person in custody,Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,2990,White,Male,28,3,DP14-006167
118,33,Citizen Complaint,Arrest,CPCO (Formal),2014/01/19,17:31:00,Operations Division,East District,Ed Middle Shift,,Use of Force,Unreasonable Force (Less Lethal Weapon),Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,2990,White,Male,28,3,DP14-006167
119,33,Citizen Complaint,Arrest,CPCO (Formal),2014/01/19,17:31:00,Operations Division,East District,Ed Middle Shift,,Use of Force,Improper use of weapon,Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,2990,White,Male,28,3,DP14-006167
120,33,Citizen Complaint,Arrest,CPCO (Formal),2014/01/19,17:31:00,Operations Division,East District,Ed Middle Shift,,Prisoner Handling/Trans.,Mistreatment of person in custody,Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,2990,White,Male,28,3,DP140006182
121,33,Citizen Complaint,Arrest,CPCO (Formal),2014/01/19,17:31:00,Operations Division,East District,Ed Middle Shift,,Use of Force,Unreasonable Force (Less Lethal Weapon),Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,2990,White,Male,28,3,DP140006182
122,33,Citizen Complaint,Arrest,CPCO (Formal),2014/01/19,17:31:00,Operations Division,East District,Ed Middle Shift,,Use of Force,Improper use of weapon,Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,2990,White,Male,28,3,DP140006182
123,33,Citizen Complaint,Arrest,CPCO (Formal),2014/01/19,17:31:00,Operations Division,East District,Ed Middle Shift,,Prisoner Handling/Trans.,Mistreatment of person in custody,Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,2990,White,Male,28,3,DP140006183
124,33,Citizen Complaint,Arrest,CPCO (Formal),2014/01/19,17:31:00,Operations Division,East District,Ed Middle Shift,,Use of Force,Unreasonable Force (Less Lethal Weapon),Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,2990,White,Male,28,3,DP140006183
125,33,Citizen Complaint,Arrest,CPCO (Formal),2014/01/19,17:31:00,Operations Division,East District,Ed Middle Shift,,Use of Force,Improper use of weapon,Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,2990,White,Male,28,3,DP140006183
126,33,Citizen Complaint,Arrest,CPCO (Formal),2014/01/19,17:31:00,Operations Division,East District,Ed Middle Shift,,Prisoner Handling/Trans.,Mistreatment of person in custody,Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,2990,White,Male,28,3,DP140006184
127,33,Citizen Complaint,Arrest,CPCO (Formal),2014/01/19,17:31:00,Operations Division,East District,Ed Middle Shift,,Use of Force,Unreasonable Force (Less Lethal Weapon),Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,2990,White,Male,28,3,DP140006184
128,33,Citizen Complaint,Arrest,CPCO (Formal),2014/01/19,17:31:00,Operations Division,East District,Ed Middle Shift,,Use of Force,Improper use of weapon,Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,2990,White,Male,28,3,DP140006184
129,33,Citizen Complaint,Arrest,CPCO (Formal),2014/01/19,17:31:00,Operations Division,East District,Ed Middle Shift,,Prisoner Handling/Trans.,Mistreatment of person in custody,Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,2990,White,Male,28,3,954-2107
130,33,Citizen Complaint,Arrest,CPCO (Formal),2014/01/19,17:31:00,Operations Division,East District,Ed Middle Shift,,Use of Force,Unreasonable Force (Less Lethal Weapon),Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,2990,White,Male,28,3,954-2107
131,33,Citizen Complaint,Arrest,CPCO (Formal),2014/01/19,17:31:00,Operations Division,East District,Ed Middle Shift,,Use of Force,Improper use of weapon,Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,2990,White,Male,28,3,954-2107
132,33,Citizen Complaint,Arrest,CPCO (Formal),2014/01/19,17:31:00,Operations Division,East District,Ed Middle Shift,,Prisoner Handling/Trans.,Mistreatment of person in custody,Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,2990,White,Male,28,3,460-3291
133,33,Citizen Complaint,Arrest,CPCO (Formal),2014/01/19,17:31:00,Operations Division,East District,Ed Middle Shift,,Use of Force,Unreasonable Force (Less Lethal Weapon),Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,2990,White,Male,28,3,460-3291
134,33,Citizen Complaint,Arrest,CPCO (Formal),2014/01/19,17:31:00,Operations Division,East District,Ed Middle Shift,,Use of Force,Improper use of weapon,Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,2990,White,Male,28,3,460-3291
135,33,Citizen Complaint,Arrest,CPCO (Formal),2014/01/19,17:31:00,Operations Division,East District,Ed Middle Shift,,Prisoner Handling/Trans.,Mistreatment of person in custody,Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,2990,White,Male,28,3,993-9647
136,33,Citizen Complaint,Arrest,CPCO (Formal),2014/01/19,17:31:00,Operations Division,East District,Ed Middle Shift,,Use of Force,Unreasonable Force (Less Lethal Weapon),Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,2990,White,Male,28,3,993-9647
137,33,Citizen Complaint,Arrest,CPCO (Formal),2014/01/19,17:31:00,Operations Division,East District,Ed Middle Shift,,Use of Force,Improper use of weapon,Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,2990,White,Male,28,3,993-9647
138,33,Citizen Complaint,Arrest,CPCO (Formal),2014/01/19,17:31:00,Operations Division,East District,Ed Middle Shift,,Prisoner Handling/Trans.,Mistreatment of person in custody,Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,2990,White,Male,28,3,480-3999
139,33,Citizen Complaint,Arrest,CPCO (Formal),2014/01/19,17:31:00,Operations Division,East District,Ed Middle Shift,,Use of Force,Unreasonable Force (Less Lethal Weapon),Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,2990,White,Male,28,3,480-3999
140,33,Citizen Complaint,Arrest,CPCO (Formal),2014/01/19,17:31:00,Operations Division,East District,Ed Middle Shift,,Use of Force,Improper use of weapon,Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,2990,White,Male,28,3,480-3999
141,33,Citizen Complaint,Arrest,CPCO (Formal),2014/01/19,17:31:00,Operations Division,East District,Ed Middle Shift,,Prisoner Handling/Trans.,Mistreatment of person in custody,Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,2990,White,Male,28,3,656-7442
142,33,Citizen Complaint,Arrest,CPCO (Formal),2014/01/19,17:31:00,Operations Division,East District,Ed Middle Shift,,Use of Force,Unreasonable Force (Less Lethal Weapon),Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,2990,White,Male,28,3,656-7442
143,33,Citizen Complaint,Arrest,CPCO (Formal),2014/01/19,17:31:00,Operations Division,East District,Ed Middle Shift,,Use of Force,Improper use of weapon,Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,2990,White,Male,28,3,656-7442
144,33,Citizen Complaint,Arrest,CPCO (Formal),2014/01/19,17:31:00,Operations Division,East District,Ed Middle Shift,,Prisoner Handling/Trans.,Mistreatment of person in custody,Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,2990,White,Male,28,3,918-5982
145,33,Citizen Complaint,Arrest,CPCO (Formal),2014/01/19,17:31:00,Operations Division,East District,Ed Middle Shift,,Use of Force,Unreasonable Force (Less Lethal Weapon),Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,2990,White,Male,28,3,918-5982
146,33,Citizen Complaint,Arrest,CPCO (Formal),2014/01/19,17:31:00,Operations Division,East District,Ed Middle Shift,,Use of Force,Improper use of weapon,Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,2990,White,Male,28,3,918-5982
147,33,Citizen Complaint,Arrest,CPCO (Formal),2014/01/19,17:31:00,Operations Division,East District,Ed Middle Shift,,Use of Force,Improper use of weapon,Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,1814,White,Male,40,7,14-008
148,33,Citizen Complaint,Arrest,CPCO (Formal),2014/01/19,17:31:00,Operations Division,East District,Ed Middle Shift,,Prisoner Handling/Trans.,Mistreatment of person in custody,Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,1814,White,Male,40,7,14-008
149,33,Citizen Complaint,Arrest,CPCO (Formal),2014/01/19,17:31:00,Operations Division,East District,Ed Middle Shift,,Use of Force,Unreasonable Force (Less Lethal Weapon),Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,1814,White,Male,40,7,14-008
150,33,Citizen Complaint,Arrest,CPCO (Formal),2014/01/19,17:31:00,Operations Division,East District,Ed Middle Shift,,Use of Force,Improper use of weapon,Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,1814,White,Male,40,7,I140191291
151,33,Citizen Complaint,Arrest,CPCO (Formal),2014/01/19,17:31:00,Operations Division,East District,Ed Middle Shift,,Prisoner Handling/Trans.,Mistreatment of person in custody,Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,1814,White,Male,40,7,I140191291
152,33,Citizen Complaint,Arrest,CPCO (Formal),2014/01/19,17:31:00,Operations Division,East District,Ed Middle Shift,,Use of Force,Unreasonable Force (Less Lethal Weapon),Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,1814,White,Male,40,7,I140191291
153,33,Citizen Complaint,Arrest,CPCO (Formal),2014/01/19,17:31:00,Operations Division,East District,Ed Middle Shift,,Use of Force,Improper use of weapon,Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,1814,White,Male,40,7,DP14-006167
